Latitude,Longitude,DateGMT,TimeGMT
-27.2007733,-109.4529467,25/11/2017,19:53:31
-27.2006217,-109.4529383,25/11/2017,19:57:38
-27.20085,-109.45281,25/11/2017,20:01:43
-27.2008117,-109.45284,25/11/2017,20:05:49
-27.200995,-109.4528033,25/11/2017,20:09:54
-27.2008983,-109.4526617,25/11/2017,20:13:58
-27.200975,-109.4525783,25/11/2017,20:18:02
-27.200875,-109.4527067,25/11/2017,20:22:07
-27.2009367,-109.4526283,25/11/2017,20:26:13
-27.200915,-109.452685,25/11/2017,20:30:18
-27.2009067,-109.4528017,25/11/2017,20:34:26
-27.2008967,-109.452795,25/11/2017,20:38:31
-27.20029,-109.4528367,25/11/2017,20:42:36
-27.2012983,-109.4517767,25/11/2017,20:46:40
-27.20111,-109.4520083,25/11/2017,20:50:49
-27.2011567,-109.452755,25/11/2017,20:54:54
-27.2009533,-109.4528283,25/11/2017,20:58:59
-27.200915,-109.452955,25/11/2017,21:03:03
-27.2010133,-109.45283,25/11/2017,21:07:09
-27.20089,-109.45325,25/11/2017,21:11:13
-27.201025,-109.4529217,25/11/2017,21:15:17
-27.2010633,-109.452755,25/11/2017,21:19:21
-27.2010467,-109.4529,25/11/2017,21:23:25
-27.2011083,-109.45276,25/11/2017,21:27:30
-27.2011883,-109.4525517,25/11/2017,21:31:34
-27.2012183,-109.4525767,25/11/2017,21:35:38
-27.2011317,-109.4526967,25/11/2017,21:39:43
-27.2011917,-109.4528483,25/11/2017,21:43:57
-27.2010667,-109.4527583,25/11/2017,21:48:01
-27.2011533,-109.452775,25/11/2017,21:52:05
-27.2010617,-109.4528083,25/11/2017,21:56:10
-27.200665,-109.4524317,25/11/2017,22:00:36
-27.2010183,-109.45277,25/11/2017,22:04:47
-27.200885,-109.4526333,25/11/2017,22:08:57
-27.201405,-109.4531533,25/11/2017,22:13:16
-27.2008683,-109.4527867,25/11/2017,22:17:28
-27.2007617,-109.4527483,25/11/2017,22:21:33
-27.2004967,-109.45258,25/11/2017,22:25:40
-27.2012783,-109.4530367,25/11/2017,22:29:56
-27.2008683,-109.4529533,25/11/2017,22:34:01
-27.20096,-109.4529317,25/11/2017,22:38:05
-27.2009167,-109.4529633,25/11/2017,22:42:11
-27.200945,-109.4529317,25/11/2017,22:46:15
-27.200875,-109.453065,25/11/2017,22:50:19
-27.2009383,-109.45291,25/11/2017,22:54:23
-27.2008783,-109.4530133,25/11/2017,22:58:27
-27.2009,-109.4529783,25/11/2017,23:02:32
-27.2008667,-109.4529783,25/11/2017,23:06:36
-27.2008983,-109.4529983,25/11/2017,23:10:40
-27.2008667,-109.4529367,25/11/2017,23:14:44
-27.2008733,-109.4529567,25/11/2017,23:18:49
-27.200885,-109.4529667,25/11/2017,23:22:53
